
232,7.1,4.6,1.08,0.19
236,9,14.3,1.12,0.1
132,8.6,14.1,2.91,0.06
333,9.4,11,1.65,0.16
212,6.7,9,1.84,0.17
284,5.9,17,1.26,0.2
313,5.8,19.2,1.6,0.2
295,9.1,14.8,1.35,0.07
299,5.2,23.5,1.53,0.08
243,8.5,18.3,1.48,0.09
